title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,l3
Coolmate 男士日常裤采用 Sorona 纤维和 Cleandye 染料制成，具有超轻、舒适、抗皱和防紫外线等特点。,黑色，M,16.44,https://cf.shopee.vn/file/vn-11134207-820l4-mf2czvxmwtn0e2,http://shopee.vn/product/24710134/11563738080,Men Clothes,Pants,IVCN202605265940,77626615953,https://detail.1688.com/offer/1031655019414.html?spm=a26352.b28411319/2508.0.0,高价品,6-29发布,11563738080,16.44,高价品,4,Pants
Coolmate 男士日常裤采用 Sorona 纤维和 Cleandye 染料制成，具有超轻、舒适、抗皱和防紫外线等特点。,黑色，L,16.33,https://cf.shopee.vn/file/vn-11134207-820l4-mf2czvxmwtn0e2,http://shopee.vn/product/24710134/11563738080,Men Clothes,Pants,IVCN202605265940,77626615954,https://detail.1688.com/offer/1031655019414.html?spm=a26352.b28411319/2508.0.0,高价品,6-29发布,11563738080,16.33,高价品,4,Pants
Coolmate 男士日常裤采用 Sorona 纤维和 Cleandye 染料制成，具有超轻、舒适、抗皱和防紫外线等特点。,黑色，加大码,16.52,https://cf.shopee.vn/file/vn-11134207-820l4-mf2czvxmwtn0e2,http://shopee.vn/product/24710134/11563738080,Men Clothes,Pants,IVCN202605265940,77626615955,https://detail.1688.com/offer/1031655019414.html?spm=a26352.b28411319/2508.0.0,高价品,6-29发布,11563738080,16.52,高价品,4,Pants
Coolmate 男士日常裤采用 Sorona 纤维和 Cleandye 染料制成，具有超轻、舒适、抗皱和防紫外线等特点。,黑色，3XL,16.51,https://cf.shopee.vn/file/vn-11134207-820l4-mf2czvxmwtn0e2,http://shopee.vn/product/24710134/11563738080,Men Clothes,Pants,IVCN202605265940,88697732295,https://detail.1688.com/offer/1031655019414.html?spm=a26352.b28411319/2508.0.0,高价品,6-29发布,11563738080,16.51,高价品,4,Pants
【短款】KOUPLES 韩版男士短款T恤。厚实柔软面料。短款版型。,黑色，M码，胸围40英寸,12.5,https://cf.shopee.co.th/file/th-11134207-7rasb-mas5v0bv2f27be,http://shopee.co.th/product/126188708/14482594165,Men Clothes,Tops,IVCN2026051918912,297476119593,https://detail.1688.com/offer/903557678234.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,14482594165,12.5,高价品,3,T-Shirts
【短款】KOUPLES 韩版男士短款T恤。厚实柔软面料。短款版型。,黑色，L码，胸围44英寸。,12.5,https://cf.shopee.co.th/file/th-11134207-7rasb-mas5v0bv2f27be,http://shopee.co.th/product/126188708/14482594165,Men Clothes,Tops,IVCN2026051918912,297476119594,https://detail.1688.com/offer/903557678234.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,14482594165,12.5,高价品,3,T-Shirts
【短款】KOUPLES 韩版男士短款T恤。厚实柔软面料。短款版型。,黑色，XL码，胸围48英寸,12.5,https://cf.shopee.co.th/file/th-11134207-7rasb-mas5v0bv2f27be,http://shopee.co.th/product/126188708/14482594165,Men Clothes,Tops,IVCN2026051918912,297476119595,https://detail.1688.com/offer/903557678234.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,14482594165,12.5,高价品,3,T-Shirts
高级男士翻领 Polo 衫 [含礼盒] - BASOR Polo SIXMEN - FeelMax 珠地布，透气,深蓝色，XL码 [66-76公斤],25,https://cf.shopee.vn/file/vn-11134207-820l4-mef9a4t3jeo2e5,http://shopee.vn/product/1074224056/19394342687,Men Clothes,Tops,IVCN2026051918939,197111021200,https://detail.1688.com/offer/898070252913.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,19394342687,25,高价品,5,Polo Shirts
高级男士翻领 Polo 衫 [含礼盒] - BASOR Polo SIXMEN - FeelMax 珠地布，透气,深蓝色，L码 [57-65公斤],28,https://cf.shopee.vn/file/vn-11134207-820l4-mef9a4t3jeo2e5,http://shopee.vn/product/1074224056/19394342687,Men Clothes,Tops,IVCN2026051918939,197111021209,https://detail.1688.com/offer/951084970720.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=6b962fb042f94e3b99bc812d7c5acd7a&sessionid=629376c452e224c6675745f846366b21,高价品,6-29发布,19394342687,28,高价品,5,Polo Shirts
高级男士翻领 Polo 衫 [含礼盒] - BASOR Polo SIXMEN - FeelMax 珠地布，透气,深蓝色，2XL [77 - 86kg],25,https://cf.shopee.vn/file/vn-11134207-820l4-mef9a4t3jeo2e5,http://shopee.vn/product/1074224056/19394342687,Men Clothes,Tops,IVCN2026051918939,197111021227,https://detail.1688.com/offer/898070252913.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,19394342687,25,高价品,5,Polo Shirts
高级男士翻领 Polo 衫 [含礼盒] - BASOR Polo SIXMEN - FeelMax 珠地布，透气,白色，XL码 [66-76公斤],25,https://cf.shopee.vn/file/vn-11134207-820l4-mef9a7n1hvr64c,http://shopee.vn/product/1074224056/19394342687,Men Clothes,Tops,IVCN2026051918939,197111021234,https://detail.1688.com/offer/898070252913.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,19394342687,25,高价品,5,Polo Shirts
高级男士翻领 Polo 衫 [含礼盒] - BASOR Polo SIXMEN - FeelMax 珠地布，透气,黑色，L码 [57-65公斤],25,https://cf.shopee.vn/file/vn-11134207-820l4-mef9aranxo8x7e,http://shopee.vn/product/1074224056/19394342687,Men Clothes,Tops,IVCN2026051918939,197111021239,https://detail.1688.com/offer/898070252913.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,19394342687,25,高价品,5,Polo Shirts
CTRLX - 高腰直筒裤 [宽松裤款],黑色，L,19.96,https://cf.shopee.co.th/file/th-11134207-81ztf-mfi58pd70zrgb3,http://shopee.co.th/product/33430958/21990681763,Men Clothes,Pants,IVCN202605265993,296869012017,https://detail.1688.com/offer/738247170463.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,21990681763,19.96,高价品,6,Pants
CTRLX - 高腰直筒裤 [宽松裤款],黑色，XL,28.53,https://cf.shopee.co.th/file/th-11134207-81ztf-mfi58pd70zrgb3,http://shopee.co.th/product/33430958/21990681763,Men Clothes,Pants,IVCN202605265993,296869012018,https://detail.1688.com/offer/738247170463.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,21990681763,28.53,高价品,6,Pants
CTRLX - 高腰直筒裤 [宽松裤款],黑色，2XL,28.47,https://cf.shopee.co.th/file/th-11134207-81ztf-mfi58pd70zrgb3,http://shopee.co.th/product/33430958/21990681763,Men Clothes,Pants,IVCN202605265993,296869012019,https://detail.1688.com/offer/738247170463.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,21990681763,28.47,高价品,6,Pants
CTRLX - 高腰直筒裤 [宽松裤款],黑色，3XL,27.73,https://cf.shopee.co.th/file/th-11134207-81ztf-mfi58pd70zrgb3,http://shopee.co.th/product/33430958/21990681763,Men Clothes,Pants,IVCN202605265993,296869012020,https://detail.1688.com/offer/738247170463.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,21990681763,27.73,高价品,6,Pants
CTRLX - 高腰直筒裤 [宽松裤款],黑色，4XL,22.13,https://cf.shopee.co.th/file/th-11134207-81ztf-mfi58pd70zrgb3,http://shopee.co.th/product/33430958/21990681763,Men Clothes,Pants,IVCN202605265993,296869012021,https://detail.1688.com/offer/738247170463.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,21990681763,22.13,高价品,6,Pants
CTRLX - 高腰直筒裤 [宽松裤款],黑色，5XL,21.57,https://cf.shopee.co.th/file/th-11134207-81ztf-mfi58pd70zrgb3,http://shopee.co.th/product/33430958/21990681763,Men Clothes,Pants,IVCN202605265993,296869012022,https://detail.1688.com/offer/738247170463.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高价品,6-29发布,21990681763,21.57,高价品,6,Pants
